Destination	Place	Rating	Description
Andaman & Nicobar Islands	Laxmanpur Beach	3.4	Located on Neil Island, Laxmanpur Beach is a stunning white shell sand beach just perfect for sunbathing and swimming. The shallow waters are home to corals which once thrived in abundance in the region. Enthusiasts can go snorkelling to explore the shallow waters and the corals too. The long stretch of sand is appropriate for long strolls and the enchanting sunsets.
Andaman & Nicobar Islands	Kalapathar Beach	3.4	Located on Havelock Island, Kalapathar Beach is a beautiful beach offering a stunning view of the Bay of Bengal and a long stretch of white sand with big boulders of black stone on the beach and underwater. The water runs deep and is ideal for swimming but it is advisable to be careful of underwater boulders.
Andaman & Nicobar Islands	Bharatpur Beach	3.4	Bharatpur Beach is a stunning shoreline famous for its pristine white sands and clear blue waters that surround the Neil Island. In spite of its proximity to Port Blair, it is seldom crowded and provides for a tranquil atmosphere for holidaying. The shore has shallow water with coral reefs that make the beach a famous spot for water sports like snorkelling and scuba diving other than beach exploration and sunbathing.
Andaman & Nicobar Islands	Lalaji Bay Beach	3.4	Located on Long Island, Lalaji Bay Beach is a picturesque attraction accessible by a small boat ride from Yerrata Jetty. The ride goes through a gorgeous Mangrove creek till the white sand beach. The pristine white sands and the crystal clear water of the Lalaji Bay Beach provide for a stunning place to relax and rejuvenate.
Andaman & Nicobar Islands	Vijaynagar Beach	3.4	Vijaynagar Beach is one of the most famous beaches on Havelock Island and mostly visited for beach exploration, bird watching, fishing, trekking and thrilling water sports like snorkelling, surfing, sailing and swimming. The picturesque beach has a long stretch of white sand and the pristine turquoise water reflecting the clear blue skies is a view worth visiting.
Andaman & Nicobar Islands	Sitapur Beach	3.4	Also known as Beach number 5 or the Sunrise Beach, Sitapur Beach, is a stunning stretch of golden sand on Neil Island. The contrast created by the clear blue waters makes it a mesmerizing attraction. Mostly known for its enchanting golden sunrises and sunsets, the beach is one of the best places for a long stroll on the smooth sands to calm down jittery nerves.
Andaman & Nicobar Islands	Sandbar Beach	3.4	Sandbar Beach is basically a long stretch of sand that connects two islands, Ross and Smith in Andaman. The stunning scenery created by the densely forested islands and the stretch of white sand is quite unique to the location and draws several tourists to witness it charm. On a clear day when the waves are gentle, one can relax a bit on the Sandbar or go snorkelling and swimming on either side.
Andaman & Nicobar Islands	Amkunj Beach	3.4	Amkunj Beach is also called an eco-friendly beach in Rangat. It has a rocky shoreline and is not ideal for swimming; however, one can carefully stroll across to witness its beauty. Tourists can sit on the wooden benches installed on the shoreline and watch the waves come up to the uneven terrain. Sunsets and sunrises are the best times to visit the beach. It is also quite famous for spotting turtles.
Andaman & Nicobar Islands	Stewart Island Beach	3.4	While planning a visit to the spectacular Andaman and Nicobar, your itinerary must include the scenic Stewart Island Beach which lies near the Mayabunder. Located near the north of Diglipur Taluk, the beach is approximately in the middle of Andaman district. The beach known for its brown-black colour sand and a serene atmosphere is uninhabited. Stewart Island Beach also gets the most breathtaking rainbows to add on to its picturesque charm against the backdrop of the dancing waves. The island is small with an area of 7.05 km square.
Andaman & Nicobar Islands	Limestone Caves Andaman	3.4	The naturally-formed limestone caves near Baratang island of Andaman are a favourite tourist spot for those who do not mind a long journey. The caves are only a destination as there is a long boat journey towards it. The caves, although beautiful, are not that easy to reach. One has to take a convoy through the Jarawa Forest land and ferry ride to Baratang Island before you can reach Limestone Caves in Andamans. Perfect for adventure-seekers and spelunkers, reaching these caves also requires a small trek.
Andaman & Nicobar Islands	Red Skin Island Beach	3.4	Red Skin Island is one of the 15 beaches found inside the Marine National Park of Andaman and Nicobar Islands. It may be considered an alternative to Jolly Buoy Island as they are adjacent to each other. This island is a promised relaxed journey on a beach that is paradise alike. The picturesque beach and adjoining forest make for a picture-perfect holiday that attracts tourists yearly. The island is a hub for marine life with an abundance of red coral reefs, aquatic animals, tropical plants, white sandy beaches and clear water.
Andaman & Nicobar Islands	Rubber Plantations in Andaman & Nicobar Island	3.4	Located in South Andaman, the Manglutan Rubber Plantation is an easily accessible destination for experience seekers. This popular tourist destination is a testament to the distinct vegetation grown in the region, including rubber. The suitable climatic conditions and soil of the area allow for the successful development of rubber plantations.  The Manglutan rubber plantations are spread over 100 acres and are located close to Wandoor Beach. It is approximately 20 kilometres away from Port Blair in the Andaman and Nicobar Islands. If you plan on visiting the rubber plantations of South Andaman, be prepared for a fun, informative, albeit slightly smelly affair!
Andaman & Nicobar Islands	Pathi Level Beach	3.4	The Pathi Level beach is a fairly isolated and untouched beach on the island of Diglipur in Andaman. The beach is known for its quiet stillness and the escape from the hubbub that it provides by way of being undeveloped and not spoilt by tourists and locals. The beach is located approximately 21 kilometres from the Diglipur Township and is perfect for a relaxing day. Although the beauty of the beach lies in its isolated nature, this also means that visitors must carry with them, snacks and water, as there are no hotels or restaurants surrounding the beach.
Andaman & Nicobar Islands	Mangrove Creeks in Andaman	3.4	Andaman boasts a plethora of unique features. Along with natural ash coloured beaches, coral reefs, dense forest, the place also has mangrove creeks. Mangrove trees are common in coastal areas. They grow out of tangled roots in muddy water. These beautiful trees can be enjoyed during the creek safari offered at various locations all over Andaman and Nicobar Islands. Best spots to start the safari are Limestone Caves, Yerrata Creek, Sabari Village, Dhaninalla Mangrove Creek, Rangat Middle Andaman. You can also join the boat safari at Baratang Island, about 100 km away from Port Blair. Make sure to carry binoculars and camera to show it off on the Gram!
Andaman & Nicobar Islands	Karmatang Beach	3.4	"Also known as the ‘Turtle Paradise’ of Andaman, Karmatang Beach was a quaint place which has, in recent years, turned into a behemoth vacation spot. The beach is just a short ride away from Mayabunder and located in the north section of Middle Andaman. It has often been a sort of weekend getaway for many locals due to the abundance of facilities as well as activities that one can use or partake in. The place is also favourite amongst families or groups of friends and has a tourist vibe to it.

Karmatang beach’s pleasant weather and scenic views make it one of the most visually attractive places in Andaman. The shallow waters as well as the tall green trees that shadow the beach and the eco- friendly habits make the beach clean and pleasing to the eye and add to its beauty. The place is also most famous for being a turtle nesting spot as well as being a central attraction that connects many other activities and attractions nearby."
